,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,%_votes
756,2019,FLORIDA,FL,GILCHRIST,12041,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1458,8420,0.17
757,2019,FLORIDA,FL,GLADES,12043,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1271,4353,0.29
758,2019,FLORIDA,FL,GULF,12045,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1720,7293,0.24
759,2019,FLORIDA,FL,HAMILTON,12047,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1904,5460,0.35
760,2019,FLORIDA,FL,HARDEE,12049,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2149,7583,0.28
761,2019,FLORIDA,FL,HENDRY,12051,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4615,11115,0.42
762,2019,FLORIDA,FL,HERNANDO,12053,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,31795,93796,0.34
763,2019,FLORIDA,FL,HIGHLANDS,12055,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,14937,45686,0.33
764,2019,FLORIDA,FL,HILLSBOROUGH,12057,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,307896,597660,0.52
765,2019,FLORIDA,FL,HOLMES,12059,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,853,8514,0.1
766,2019,FLORIDA,FL,INDIAN RIVER,12061,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,29043,80009,0.36
767,2019,FLORIDA,FL,JACKSON,12063,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6397,21041,0.3
768,2019,FLORIDA,FL,JEFFERSON,12065,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3541,7645,0.46
769,2019,FLORIDA,FL,LAFAYETTE,12067,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,518,3392,0.15
770,2019,FLORIDA,FL,LAKE,12069,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,62838,170462,0.37
771,2019,FLORIDA,FL,LEE,12071,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,124908,326420,0.38
772,2019,FLORIDA,FL,LEON,12073,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,92068,152132,0.61
773,2019,FLORIDA,FL,LEVY,12075,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5101,19395,0.26
774,2019,FLORIDA,FL,LIBERTY,12077,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,651,3296,0.2
775,2019,FLORIDA,FL,MADISON,12079,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3526,8505,0.41
776,2019,FLORIDA,FL,MANATEE,12081,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,71224,178958,0.4
777,2019,FLORIDA,FL,MARION,12083,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,62041,174700,0.36
778,2019,FLORIDA,FL,MARTIN,12085,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,30185,85792,0.35
779,2019,FLORIDA,FL,MIAMI-DADE,12086,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,624146,980204,0.64
780,2019,FLORIDA,FL,MONROE,12087,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18971,42478,0.45
781,2019,FLORIDA,FL,NASSAU,12089,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10869,46607,0.23
782,2019,FLORIDA,FL,OKALOOSA,12091,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,23780,100855,0.24
783,2019,FLORIDA,FL,OKEECHOBEE,12093,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3959,13653,0.29
784,2019,FLORIDA,FL,ORANGE,12095,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,329894,546275,0.6
785,2019,FLORIDA,FL,OSCEOLA,12097,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,85458,140206,0.61
786,2019,FLORIDA,FL,PALM BEACH,12099,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,374673,662332,0.57
787,2019,FLORIDA,FL,PASCO,12101,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,90142,241139,0.37
788,2019,FLORIDA,FL,PINELLAS,12103,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,233701,492403,0.47
789,2019,FLORIDA,FL,POLK,12105,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,117433,284314,0.41
790,2019,FLORIDA,FL,PUTNAM,12107,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10094,33117,0.3
791,2019,FLORIDA,FL,ST. JOHNS,12109,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,43099,136514,0.32
792,2019,FLORIDA,FL,ST. LUCIE,12111,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,66881,140847,0.47
793,2019,FLORIDA,FL,SANTA ROSA,12113,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18464,87745,0.21
794,2019,FLORIDA,FL,SARASOTA,12115,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,97870,229063,0.43
795,2019,FLORIDA,FL,SEMINOLE,12117,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,105914,224896,0.47
796,2019,FLORIDA,FL,SUMTER,12119,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,22638,76665,0.3
797,2019,FLORIDA,FL,SUWANNEE,12121,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3964,18694,0.21
798,2019,FLORIDA,FL,TAYLOR,12123,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2152,9290,0.23
799,2019,FLORIDA,FL,UNION,12125,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1014,5694,0.18
800,2019,FLORIDA,FL,VOLUSIA,12127,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,109091,260869,0.42
801,2019,FLORIDA,FL,WAKULLA,12129,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4348,15351,0.28
802,2019,FLORIDA,FL,WALTON,12131,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6876,33637,0.2
803,2019,FLORIDA,FL,WASHINGTON,12133,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2264,11156,0.2
804,2020,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,89704,142604,0.63
805,2020,FLORIDA,FL,BAKER,12003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2037,14059,0.14
806,2020,FLORIDA,FL,BAY,12005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25614,93024,0.28
807,2020,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3160,13632,0.23
808,2020,FLORIDA,FL,BREVARD,12009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,148549,360764,0.41
809,2020,FLORIDA,FL,BROWARD,12011,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,618752,957672,0.65
810,2020,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1209,6526,0.19
811,2020,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,42273,116340,0.36
812,2020,FLORIDA,FL,CITRUS,12017,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27092,93208,0.29
813,2020,FLORIDA,FL,CLAY,12019,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,38317,124405,0.31
814,2020,FLORIDA,FL,COLLIER,12021,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,77621,207818,0.37
815,2020,FLORIDA,FL,COLUMBIA,12023,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8914,33042,0.27
816,2020,FLORIDA,FL,DESOTO,12027,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4259,12659,0.34
817,2020,FLORIDA,FL,DIXIE,12029,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1365,8167,0.17
818,2020,FLORIDA,FL,DUVAL,12031,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,252556,492820,0.51
819,2020,FLORIDA,FL,ESCAMBIA,12033,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,70929,170372,0.42
820,2020,FLORIDA,FL,FLAGLER,12035,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,28161,71716,0.39
821,2020,FLORIDA,FL,FRANKLIN,12037,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2120,6849,0.31
822,2020,FLORIDA,FL,GADSDEN,12039,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16153,23762,0.68
823,2020,FLORIDA,FL,GILCHRIST,12041,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1700,9685,0.18
824,2020,FLORIDA,FL,GLADES,12043,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1385,5193,0.27
825,2020,FLORIDA,FL,GULF,12045,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1985,8163,0.24
826,2020,FLORIDA,FL,HAMILTON,12047,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1963,5830,0.34
827,2020,FLORIDA,FL,HARDEE,12049,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2298,8485,0.27
828,2020,FLORIDA,FL,HENDRY,12051,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4929,12940,0.38
829,2020,FLORIDA,FL,HERNANDO,12053,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37519,108922,0.34
830,2020,FLORIDA,FL,HIGHLANDS,12055,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16938,52170,0.32
831,2020,FLORIDA,FL,HILLSBOROUGH,12057,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,376367,712063,0.53
832,2020,FLORIDA,FL,HOLMES,12059,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,924,9068,0.1
833,2020,FLORIDA,FL,INDIAN RIVER,12061,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37844,97484,0.39
834,2020,FLORIDA,FL,JACKSON,12063,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6766,22419,0.3
835,2020,FLORIDA,FL,JEFFERSON,12065,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3897,8451,0.46
836,2020,FLORIDA,FL,LAFAYETTE,12067,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,510,3658,0.14
837,2020,FLORIDA,FL,LAKE,12069,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,83505,211314,0.4
838,2020,FLORIDA,FL,LEE,12071,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,157695,393899,0.4
839,2020,FLORIDA,FL,LEON,12073,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,103517,162929,0.64
840,2020,FLORIDA,FL,LEVY,12075,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6205,23145,0.27
841,2020,FLORIDA,FL,LIBERTY,12077,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,694,3561,0.19
842,2020,FLORIDA,FL,MADISON,12079,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3747,9380,0.4
843,2020,FLORIDA,FL,MANATEE,12081,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,90166,216958,0.42
844,2020,FLORIDA,FL,MARION,12083,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,74858,204376,0.37
845,2020,FLORIDA,FL,MARTIN,12085,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,36893,98726,0.37
846,2020,FLORIDA,FL,MIAMI-DADE,12086,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,617864,1156816,0.53
847,2020,FLORIDA,FL,MONROE,12087,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,21881,48029,0.46
848,2020,FLORIDA,FL,NASSAU,12089,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15564,58811,0.26
849,2020,FLORIDA,FL,OKALOOSA,12091,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,34248,116373,0.29
850,2020,FLORIDA,FL,OKEECHOBEE,12093,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4390,15954,0.28
851,2020,FLORIDA,FL,ORANGE,12095,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,395014,647403,0.61
852,2020,FLORIDA,FL,OSCEOLA,12097,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,97297,172436,0.56
853,2020,FLORIDA,FL,PALM BEACH,12099,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,433572,773158,0.56
854,2020,FLORIDA,FL,PASCO,12101,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,119073,301970,0.39
855,2020,FLORIDA,FL,PINELLAS,12103,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,277450,559715,0.5
856,2020,FLORIDA,FL,POLK,12105,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,145049,343256,0.42
857,2020,FLORIDA,FL,PUTNAM,12107,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10527,36373,0.29
858,2020,FLORIDA,FL,ST. JOHNS,12109,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,63850,176622,0.36
859,2020,FLORIDA,FL,ST. LUCIE,12111,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,84137,172169,0.49
860,2020,FLORIDA,FL,SANTA ROSA,12113,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27612,106928,0.26
861,2020,FLORIDA,FL,SARASOTA,12115,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,120110,270575,0.44
862,2020,FLORIDA,FL,SEMINOLE,12117,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,132528,260815,0.51
863,2020,FLORIDA,FL,SUMTER,12119,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,29341,92485,0.32
864,2020,FLORIDA,FL,SUWANNEE,12121,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4485,21057,0.21
865,2020,FLORIDA,FL,TAYLOR,12123,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2299,10127,0.23
866,2020,FLORIDA,FL,UNION,12125,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1053,6245,0.17
867,2020,FLORIDA,FL,VOLUSIA,12127,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,130575,307439,0.42
868,2020,FLORIDA,FL,WAKULLA,12129,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5351,18404,0.29
869,2020,FLORIDA,FL,WALTON,12131,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10338,43711,0.24
870,2020,FLORIDA,FL,WASHINGTON,12133,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2347,12327,0.19
871,2021,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,89704,142604,0.63
872,2021,FLORIDA,FL,BAKER,12003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2037,14059,0.14
873,2021,FLORIDA,FL,BAY,12005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25614,93024,0.28
874,2021,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3160,13632,0.23
875,2021,FLORIDA,FL,BREVARD,12009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,148549,360764,0.41
876,2021,FLORIDA,FL,BROWARD,12011,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,618752,957672,0.65
877,2021,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1209,6526,0.19
878,2021,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,42273,116340,0.36
879,2021,FLORIDA,FL,CITRUS,12017,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27092,93208,0.29
880,2021,FLORIDA,FL,CLAY,12019,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,38317,124405,0.31
881,2021,FLORIDA,FL,COLLIER,12021,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,77621,207818,0.37
882,2021,FLORIDA,FL,COLUMBIA,12023,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8914,33042,0.27
883,2021,FLORIDA,FL,DESOTO,12027,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4259,12659,0.34
884,2021,FLORIDA,FL,DIXIE,12029,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1365,8167,0.17
885,2021,FLORIDA,FL,DUVAL,12031,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,252556,492820,0.51
886,2021,FLORIDA,FL,ESCAMBIA,12033,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,70929,170372,0.42
887,2021,FLORIDA,FL,FLAGLER,12035,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,28161,71716,0.39
888,2021,FLORIDA,FL,FRANKLIN,12037,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2120,6849,0.31
889,2021,FLORIDA,FL,GADSDEN,12039,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16153,23762,0.68
890,2021,FLORIDA,FL,GILCHRIST,12041,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1700,9685,0.18
891,2021,FLORIDA,FL,GLADES,12043,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1385,5193,0.27
892,2021,FLORIDA,FL,GULF,12045,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1985,8163,0.24
893,2021,FLORIDA,FL,HAMILTON,12047,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1963,5830,0.34
894,2021,FLORIDA,FL,HARDEE,12049,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2298,8485,0.27
895,2021,FLORIDA,FL,HENDRY,12051,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4929,12940,0.38
896,2021,FLORIDA,FL,HERNANDO,12053,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37519,108922,0.34
897,2021,FLORIDA,FL,HIGHLANDS,12055,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16938,52170,0.32
898,2021,FLORIDA,FL,HILLSBOROUGH,12057,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,376367,712063,0.53
899,2021,FLORIDA,FL,HOLMES,12059,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,924,9068,0.1
900,2021,FLORIDA,FL,INDIAN RIVER,12061,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37844,97484,0.39
901,2021,FLORIDA,FL,JACKSON,12063,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6766,22419,0.3
902,2021,FLORIDA,FL,JEFFERSON,12065,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3897,8451,0.46
903,2021,FLORIDA,FL,LAFAYETTE,12067,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,510,3658,0.14
904,2021,FLORIDA,FL,LAKE,12069,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,83505,211314,0.4
905,2021,FLORIDA,FL,LEE,12071,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,157695,393899,0.4
906,2021,FLORIDA,FL,LEON,12073,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,103517,162929,0.64
907,2021,FLORIDA,FL,LEVY,12075,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6205,23145,0.27
908,2021,FLORIDA,FL,LIBERTY,12077,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,694,3561,0.19
909,2021,FLORIDA,FL,MADISON,12079,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3747,9380,0.4
910,2021,FLORIDA,FL,MANATEE,12081,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,90166,216958,0.42
911,2021,FLORIDA,FL,MARION,12083,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,74858,204376,0.37
912,2021,FLORIDA,FL,MARTIN,12085,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,36893,98726,0.37
913,2021,FLORIDA,FL,MIAMI-DADE,12086,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,617864,1156816,0.53
914,2021,FLORIDA,FL,MONROE,12087,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,21881,48029,0.46
915,2021,FLORIDA,FL,NASSAU,12089,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15564,58811,0.26
916,2021,FLORIDA,FL,OKALOOSA,12091,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,34248,116373,0.29
917,2021,FLORIDA,FL,OKEECHOBEE,12093,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4390,15954,0.28
918,2021,FLORIDA,FL,ORANGE,12095,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,395014,647403,0.61
919,2021,FLORIDA,FL,OSCEOLA,12097,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,97297,172436,0.56
920,2021,FLORIDA,FL,PALM BEACH,12099,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,433572,773158,0.56
921,2021,FLORIDA,FL,PASCO,12101,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,119073,301970,0.39
922,2021,FLORIDA,FL,PINELLAS,12103,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,277450,559715,0.5
923,2021,FLORIDA,FL,POLK,12105,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,145049,343256,0.42
924,2021,FLORIDA,FL,PUTNAM,12107,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10527,36373,0.29
925,2021,FLORIDA,FL,ST. JOHNS,12109,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,63850,176622,0.36
926,2021,FLORIDA,FL,ST. LUCIE,12111,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,84137,172169,0.49
927,2021,FLORIDA,FL,SANTA ROSA,12113,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27612,106928,0.26
928,2021,FLORIDA,FL,SARASOTA,12115,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,120110,270575,0.44
929,2021,FLORIDA,FL,SEMINOLE,12117,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,132528,260815,0.51
930,2021,FLORIDA,FL,SUMTER,12119,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,29341,92485,0.32
931,2021,FLORIDA,FL,SUWANNEE,12121,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4485,21057,0.21
932,2021,FLORIDA,FL,TAYLOR,12123,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2299,10127,0.23
933,2021,FLORIDA,FL,UNION,12125,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1053,6245,0.17
934,2021,FLORIDA,FL,VOLUSIA,12127,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,130575,307439,0.42
935,2021,FLORIDA,FL,WAKULLA,12129,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5351,18404,0.29
936,2021,FLORIDA,FL,WALTON,12131,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10338,43711,0.24
937,2021,FLORIDA,FL,WASHINGTON,12133,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2347,12327,0.19
